baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id
233.614834934832	9.36314577903271	0.717149374537856	13.0560607196604	5.86868894627482e-39	7.09521021007616e-37	ENSG00000253838
29615.986260308	8.79781822042178	0.911505747096781	9.65196132711564	4.82244235646253e-22	1.99054832782308e-20	ENSG00000169248
31.8176049063243	8.78872658042556	0.808827436510254	10.8660094646952	1.67361928275343e-27	1.03622391470358e-25	ENSG00000267074
83.0564691233836	8.78861030661642	0.838163738575077	10.4855530037097	1.0065508169139e-25	5.54335479546761e-24	ENSG00000188676
374229.787047738	8.72935360144832	1.00166901447825	8.7148084599535	2.91250660604364e-18	9.34196781392209e-17	ENSG00000138755
12164.9842023682	8.43581801792353	0.960500041693585	8.78273571237875	1.59545755837974e-18	5.20741035667968e-17	ENSG00000154451
119.974603073888	8.41648020029839	0.721106136373988	11.6716247106422	1.77991134590431e-31	1.4431408182348e-29	ENSG00000121380
66183.1944641401	8.33224442619459	0.9152621360402	9.10366997398506	8.73298537663514e-20	3.12490993371995e-18	ENSG00000131203
29.6056010934718	8.31597569184024	0.900090545555744	9.23904348612583	2.48710543650801e-20	9.13966515804525e-19	ENSG00000213512
25.8245018589218	8.12382027481065	0.795881356947468	10.2073257576592	1.8386246710246e-24	9.23016689886357e-23	ENSG00000227531
52.3001484532561	8.10258153364092	0.727061209106039	11.1442907861959	7.63501267423289e-29	5.19995263199755e-27	ENSG00000197272
36.2506787985384	7.9080320306819	0.824327031551577	9.59331882614248	8.52962494461735e-22	3.47165930016776e-20	ENSG00000070915
625.890645388533	7.78336669072632	0.465008335887433	16.7381229325112	6.91340928930891e-63	2.52240676069928e-60	ENSG00000163568
1209.07039440618	7.70231219123734	0.61371995696478	12.550206496999	3.96474750033242e-36	4.21915213160375e-34	ENSG00000127954
117.077053351434	7.69934829651198	0.703620486307624	10.9424731745883	7.22029509736288e-28	4.62461032693788e-26	ENSG00000128383
205.196216540829	7.66880849634029	1.0951652765776	7.00242115081055	2.51576478266081e-12	4.49319108735365e-11	ENSG00000213886
5632.79443426256	7.54703709058177	0.910397911682625	8.28982249820094	1.13417595676468e-16	3.20962370479445e-15	ENSG00000102794
236.493151894116	7.5438919678941	0.533623066130577	14.1371174649488	2.24284799981269e-45	3.580146119701e-43	ENSG00000113263
163.783442513578	7.49245494926188	0.677466621410259	11.0595189673922	1.97152004081247e-28	1.31212043888861e-26	ENSG00000182782
701.157715936234	7.44152810270843	1.23362457455771	6.03224697057973	1.61695404432002e-09	2.04061797613012e-08	ENSG00000073861
20.5571202303036	7.43097288929837	0.812817544384798	9.14223978140469	6.11720237747094e-20	2.196602442469e-18	ENSG00000168309
42.3277096678209	7.38286854442254	0.785183162206697	9.40273416418349	5.31632748605425e-21	2.0494943999068e-19	ENSG00000171551
1641.49294622343	7.24741912086993	0.462950292000705	15.6548537631312	3.07819994574014e-55	7.76466435695835e-53	ENSG00000133321
141.864306593659	7.07070325417012	0.557354484502581	12.6861870690436	7.05370004251273e-37	7.87547536986995e-35	ENSG00000224389
394.917719284395	7.04894790159501	0.636210174667415	11.0795900195716	1.57592517364492e-28	1.05571485730862e-26	ENSG00000177807
9.41135064590139	7.04083944612692	0.899396128366733	7.82840755486995	4.94088046605948e-15	1.19328687567999e-13	ENSG00000204613
49.4139447756309	7.00374768952567	0.715091598859396	9.79419657663014	1.19241584520017e-22	5.20586336519867e-21	ENSG00000205436
9.1495720443585	7.00168160078843	0.835159467971284	8.38364632062003	5.13128206273093e-17	1.49774793008169e-15	ENSG00000263050
44.1952286059734	6.9876801687807	0.782481688414738	8.93015168564178	4.25425071526807e-19	1.46334765344036e-17	ENSG00000205846
11.7618733892758	6.97842693375556	0.924806491118698	7.54582391102604	4.49436975989164e-14	9.72764437861291e-13	ENSG00000196917
840.25587582103	6.95150838099913	0.687175057626198	10.1160662102793	4.68883582116049e-24	2.28645091880552e-22	ENSG00000129244
28962.9527608149	6.94356780658307	0.356103195187095	19.4987517675458	1.12494331753626e-84	8.51290439403734e-82	ENSG00000108700
123.936288879177	6.91845099295017	0.68669726264006	10.0749651547345	7.12860575165216e-24	3.44330195550253e-22	ENSG00000226004
337.295903523985	6.91695979658471	0.940543979822063	7.35421197198381	1.92056752739331e-13	3.93591130588767e-12	ENSG00000255398
17.5445854711768	6.83259959876607	0.79531266723131	8.59108609768801	8.61510448325126e-18	2.67107457969332e-16	ENSG00000254287
1743.44963987898	6.77491539060364	0.403665323380317	16.7834961246364	3.22290557986593e-63	1.19728012377856e-60	ENSG00000078081
31.2003166509832	6.75995229303334	0.69345505352951	9.7482198141421	1.87731292635175e-22	8.04135381786562e-21	ENSG00000231808
9.46948059488406	6.67500097590631	0.947272263864973	7.04654958298006	1.83408790071193e-12	3.33696206476814e-11	ENSG00000185433
33.2189914659393	6.65427328224773	0.60986690599119	10.9110253677937	1.0209818699464e-27	6.41867740515229e-26	ENSG00000224789
3503.48047515996	6.65142479511513	0.540040830974334	12.3165220361481	7.38093936491548e-35	7.46571054970065e-33	ENSG00000140511
24909.4199521234	6.55140532237303	0.406620978191199	16.1118232303609	2.1071808623074e-58	5.74052258382196e-56	ENSG00000162645
117.868239739458	6.47158939982295	0.437682434513521	14.7860386652621	1.80254986736148e-49	3.4420279336383e-47	ENSG00000256262
20.2210974246233	6.38893008704885	0.756287539294657	8.44775268016106	2.96963635764001e-17	8.83196652973809e-16	ENSG00000126838
5.95666993957593	6.38194002000546	0.856983862227027	7.44697806026456	9.55024939967405e-14	2.01581297246013e-12	ENSG00000204610
48.6396296786479	6.37234716817445	0.640568939481546	9.94794904250588	2.57433893490145e-23	1.19917763610933e-21	ENSG00000169994
30.9638536842361	6.36833999265377	0.6728333241334	9.46495924656542	2.93675555808403e-21	1.15170421425668e-19	ENSG00000172818
7.54179210838963	6.35055644069447	0.977389330618857	6.49746855398295	8.16827587653712e-11	1.21554415665992e-09	ENSG00000166527
566.039860323818	6.33998436948976	0.641858033016849	9.87754930742347	5.20912532203089e-23	2.34433587180034e-21	ENSG00000162692
