effect_allele	p_nominal	beta	OR	log_OR	se	z_score	trait	PMID	used_file	snp_id	chr	pos	MAF
NA	0.9515	NA	0.9983	-0.00170144663975757	0.0276	-0.0616466173825207	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs2238704	21	44028257	0.13953488372093
NA	0.9258	NA	1.0026	0.00259662584726591	0.0276	0.0940806466400693	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs2238705	21	44028322	0.13953488372093
NA	0.9478	NA	0.9982	-0.00180162194662821	0.0276	-0.0652761574865293	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs2238706	21	44028714	0.13953488372093
NA	0.9485	NA	0.9982	-0.00180162194662821	0.0276	-0.0652761574865293	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs2238707	21	44028912	0.13953488372093
NA	0.6978	NA	0.98906	-0.0110002818588653	0.0283	-0.388702539182521	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs2238708	21	44028947	0.13953488372093
NA	0.9641	NA	1.0012	0.00119928057548219	0.0276	0.0434521947638474	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs2238709	21	44029337	0.13953488372093
NA	0.9228	NA	0.9972	-0.00280392733273426	0.0291	-0.0963548911592529	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs9306169	21	44029525	0.127906976744186
NA	0.3491	NA	1.02552	0.0251998010217421	0.0269	0.936795577016436	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs2838471	21	44029964	0.162790697674419
NA	0.6185	NA	1.01816	0.0179970767016546	0.0362	0.497156814962834	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs147388153	21	44030719	0.0813953488372093
NA	0.8267	NA	0.99382	-0.00619917524282106	0.0283	-0.219052128721592	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs2838472	21	44030836	0.13953488372093
NA	0.8303	NA	0.99392	-0.00609855846186947	0.0284	-0.214737974009488	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs8126754	21	44030988	0.13953488372093
NA	0.9093	NA	1.0031	0.00309520490730252	0.0275	0.112552905720092	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs8129971	21	44031072	0.13953488372093
NA	0.4153	NA	0.97883	-0.0213972981080803	0.0262	-0.816690767483979	IBD	26192919	/nfs/team151_data03/PublicData/GWAS_summary_stats/IBD_Genetics/iibdgc-trans-ancestry-summary-stats/EUR.UC.gwas.assoc.gz	rs2020947	21	44032368	0.162790697674419
